Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
O encontro de relações públicas com a história e a memória empresarial|||PARTE DE MONOGRAFIA/LIVRO|MEMÓRIA EMPRESARIAL|Português||
Identificação das práticas de gestão do relacionamento e da colaboração em ecossistemas de empreendedorismo e inovação|||TRABALHO DE EVENTO|ECOSSISTEMAS|Português||https://static.even3.com/anais/994517.pdf
O jurista Rogério Zeidan apresenta, neste seu Direito penal contemponâneo: fundamentos críticos das ciências penais, uma avançada reflexão a respeito dos fundamentos teóricos e práticos do campo jurídico penal no pensamento jurídico brasileiro ... [prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|CRIMINOLOGIA|Português||
Identification of the hypodyne velopharynx in cleft palate|||TRABALHO DE EVENTO-RESUMO|OBTURADORES PALATINOS|Inglês||
Uso de sala de aula invertida e aprendizagem social no estudo em química: Fundamentos da estrutura atômica e molecular|||TRABALHO DE EVENTO-RESUMO|APRENDIZAGEM SOCIAL|Português||
Negative effects of ant-plant interaction on pollination: costs of a mutualism|||ARTIGO DE PERIODICO|BRASIL|Inglês||https://doi.org/10.13102/sociobiology.v68i4.7259
Relações públicas e opinião pública|||PARTE DE MONOGRAFIA/LIVRO|DESINFORMAÇÃO|Português||
Política e sistema Nacional de Habitação, Plano Nacional de Habitação|||PARTE DE MONOGRAFIA/LIVRO|POLÍTICA HABITACIONAL|Português||
Gamificação e aprendizagem baseada em problemas aplicada na disciplina de Química Geral Experimental|||TRABALHO DE EVENTO-RESUMO|QUÍMICA|Português||
Explorando o Teorema de Pitágoras com o GeoGebra|||MONOGRAFIA/LIVRO|ENSINO|Português||https://doi.org/10.56238/livrosindi202484-001
Aplicação de estudo dirigido como instrumento de avaliação da aprendizagem significativa na disciplina 7500017 – Química Geral Experimental (Engenharia Elétrica-eletrônica)|||TRABALHO DE EVENTO-RESUMO|ESTUDO DIRIGIDO|Português||
Contribuição do uso de braquiária na fertilidade de um Latossolo Vermelho para o aprofundamento radicular de soja|||TESE|SOJA|Português||https://doi.org/10.11606/D.11.2025.tde-18032025-145047
Evaluation of the impact of alveolar bone graft surgery on the nasal internal dimensions of individuals with cleft lip and palate using computed tomography|||TRABALHO DE EVENTO-RESUMO|NARIZ (ANATOMIA)|Inglês||
Aplicação de estudos dirigidos e acompanhamento discente como estratégia de apoio pedagógico às aulas expositivas|||TRABALHO DE EVENTO-RESUMO|ENSINO SUPERIOR|Português||
State influence on ESG performance in emerging markets: a study of institutional roles|||ARTIGO DE PERIODICO|SUSTENTABILIDADE|Inglês||https://onlinelibrary.wiley.com/doi/epdf/10.1002/bsd2.70078
Realização de pré-relatórios e fluxogramas para o desenvolvimento do ensino prático no laboratório de Bioquímica|||TRABALHO DE EVENTO-RESUMO|BIOQUÍMICA|Português||
Enhancement of activity in the cancer immune system due to the presence of microcomponents when exposed to photodynamic: an in vitro experiment|||ARTIGO DE PERIODICO|MELANOMA|Inglês||https://doi.org/10.1016/j.pdpdt.2025.104518
A pilot study of LINE-1 copy number and telomere length with aging in human sperm|||ARTIGO DE PERIODICO|TELÔMERO|Inglês||https://doi.org/10.1007/s10815-023-02857-1
Uso do diagrama V de Gowin na disciplina de laboratório de Química Ambiental|||TRABALHO DE EVENTO-RESUMO|ESTÁGIOS SUPERVISIONADOS|Português||
Aplicação de metodologia investigativa em laboratório de Química Inorgânica, com abordagem de maior abertura cognitiva, utilizando Inteligências Artificiais Generativas como ferramenta de apoio didático-científico|||TRABALHO DE EVENTO-RESUMO|INTELIGÊNCIA ARTIFICIAL|Português||
Um olhar sobre a dimensão social e ambiental da sustentabilidade: uma análise das ações empresariais reportadas no GRI|||ARTIGO DE PERIODICO|SUSTENTABILIDADE|Português||https://www.rasi.vr.uff.br/index.php/rasi/article/view/836/204
Emancipação e empreendedorismo em redes digitais|||PARTE DE MONOGRAFIA/LIVRO|POLÍTICAS PÚBLICAS|Português||
O processo de urbanização brasileiro e a função social da propriedade urbana|||PARTE DE MONOGRAFIA/LIVRO|POLÍTICA HABITACIONAL|Português||
Estratégia de Aprendizagem Baseada em Problemas com TopSpin na Disciplina de Análise de Compostos Orgânicos (7500036)|||TRABALHO DE EVENTO-RESUMO|RESSONÂNCIA MAGNÉTICA NUCLEAR|Português||
Robust H∞ switched control for uncertain linear systems via chattering free static output feedback|||TRABALHO DE EVENTO|SISTEMAS ELÉTRICOS DE POTÊNCIA|Inglês||http://dx.doi.org/10.1109/CDC56724.2024.10886024
A educação na APAC de são João del Rei: caminho rumo ao rompimento dos vínculos da marginalidade, trocando o crime por livros|||TESE|ACESSO À EDUCAÇÃO|Português||https://doi.org/10.11606/D.48.2024.tde-12022025-122845
Socio-demographic profiles and obstetrics outcomes of pregnant women with epilepsy in a vulnerability State, Brazil|||ARTIGO DE PERIODICO|ALAGOAS|Inglês||https://pmc.ncbi.nlm.nih.gov/articles/PMC9299315/
Three-Dimensional Cell Cultures as a Research Platform in Lung Diseases and COVID-19|||ARTIGO DE PERIODICO|ORGANELAS CELULARES|Inglês||https://doi.org/10.1007/s13770-021-00348-x
A cooperação internacional das universidades brasileiras... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|COOPERAÇÃO INTERNACIONAL|Português||
Modelos digitais obtidos com equipamento de luz estruturada de baixo custo: análise da acurácia e precisão|||TRABALHO DE EVENTO-RESUMO|PESOS E MEDIDAS CORPORAIS|Português||
Oficina com homens trans grávidos sobre cuidados com o recém-nascido|||ARTIGO DE PERIODICO|TRANSEXUALIDADE|Português||https://doi.org/10.57148/bepa.2023.v.20.38268
Omega-3 fatty acids and L-carnitine prevent meiotic oocyte damage induced by follicular fluid from infertile women with endometriosis: an experimental study|||ARTIGO DE PERIODICO|ÁCIDOS GRAXOS OMEGA 3|Inglês||https://doi.org/10.5935/1518-0557.20230023
Utilização de situações-problema baseadas em PBL em Análise Instrumental II (7500049)|||TRABALHO DE EVENTO-RESUMO|ANÁLISE INSTRUMENTAL|Português||
Explorando o virtual: Aprendizagem baseada em tecnologia em Química Orgânica e Bioquímica de Macromoléculas|||TRABALHO DE EVENTO-RESUMO|BIOQUÍMICA|Português||
Liquid-liquid equilibrium of the 1-butyl-3-methylimidazolium-based ionic liquids+sodium citrate+water systems at 298.15K|||ARTIGO DE PERIODICO|LÍQUIDOS IÔNICOS|Inglês||https://doi.org/10.1016/j.molliq.2024.125787
The welfare impact of sugarcane production mechanization in São Paulo, Brazil|||ARTIGO DE PERIODICO|MECANIZAÇÃO AGRÍCOLA|Inglês||https://doi.org/10.1353/jda.2025.a952659
Reconfigurable NIR-emission gain via thermal control in multimode tri-doped tellurite fiber|||ARTIGO DE PERIODICO|COMUNICAÇÕES OPTO-ELETRÔNICAS|Inglês||https://doi.org/10.1364/OE.551978
Diagrama heurístico como instrumento avaliativo de práticas experimentais na disciplina de Laboratório de Físico-química|||TRABALHO DE EVENTO-RESUMO|ENSINO SUPERIOR|Português||
Atividade antibacteriana do óleo essencial do cravo da Índia (SYZYGIUM AROMATICUM) frente á cepas ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, SALMONELLA SSP|||ARTIGO DE PERIODICO|ÓLEOS ESSENCIAIS|Português||https://doi.org/10.52571/PTQ.v21.n46.2024_02_Rabelo_pgs_02_10.pdf.
IFRS 9 adoption and its impacts on banks’ credit impairment: an international perspective|||ARTIGO DE PERIODICO|INFORMAÇÕES CONTÁBEIS|Inglês||https://periodicos.uem.br/ojs/index.php/Enfoque/article/view/64183/751375158236
Aplicação de atividades gamificadas empregando-se a plataforma de jogos “Wordwall” na disciplina de Química Ambiental I – 7500070|||TRABALHO DE EVENTO-RESUMO|APRENDIZAGEM|Português||
Localização e prevalência das reabsorções radiculares em dentes adjacentes à área da fissura labiopalatina|||TRABALHO DE EVENTO-RESUMO|ENXERTO ÓSSEO|Português||
Construção de mapas mentais sobre UV-Vis de pequenas moléculas e macromoléculas em Bioquímica|||TRABALHO DE EVENTO-RESUMO|ESTÁGIOS SUPERVISIONADOS|Português||
Structural, magnetic, optical and photocatalytic properties of Co-doped ZnO nanocrystals|||ARTIGO DE PERIODICO|CRISTALOGRAFIA|Inglês||https://doi.org/10.3390/ijms26052117
Muito além das prateleiras. [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|RELAÇÕES PÚBLICAS|Português||
Era uma delícia fazer reunião com o Abrahão... [Orelha de livro]|||OUTROS|ARQUITETURA MODERNA|Português||
Em seus traços leves... [Orelha de livro]|||OUTROS|ARQUITETURA MODERNA|Português||
Topoclimatic zoning of three native Amazonian forest species: approach to sustainable silviculture|||ARTIGO DE PERIODICO|ZONAS CLIMÁTICAS|Inglês||https://doi.org/10.3390/su17041366
A obra de Abrahão Sanovicz... [Orelha de livro]|||OUTROS|ARQUITETURA MODERNA|Português||
Sala de aula invertida com simulações e tarefas aplicadas, com auxílio de WebQuest, na disciplina de Análise Instrumental II|||TRABALHO DE EVENTO-RESUMO|ANÁLISE INSTRUMENTAL|Português||
Ética da educação inclusiva: sobre a dialética comum-singular|||TESE|PESSOAS COM DEFICIÊNCIA|Português||https://doi.org/10.11606/T.48.2024.tde-06022025-155325
Políticas públicas e restrição fiscal|||ARTIGO DE JORNAL|ECONOMIA DA EDUCAÇÃO|Português||https://valor.globo.com/opiniao/coluna/politicas-publicas-e-restricao-fiscal.ghtml
A nickel glutamate metal biomolecule framework|||ARTIGO DE PERIODICO|CANDIDA ALBICANS|Inglês||https://doi.org/10.1039/d4dt03413a
Aprendizagem significativa na disciplina Química Analítica Qualitativa, utilizando mapas conceituais|||TRABALHO DE EVENTO-RESUMO|MAPAS CONCEITUAIS|Português||
Olha, repara, ausculta: investigações sobre toda dramaturgia que se expande # 2|||PARTE DE MONOGRAFIA/LIVRO|DRAMATURGIA|Português||https://www.eca.usp.br/acervo/producao-academica/003239303.pdf
O que são soft skills e hard skills? [Entrevista]|||ARTIGO DE JORNAL-DEP/ENTR|CARREIRA PROFISSIONAL|Português||https://valor.globo.com/carreira/artigo/o-que-sao-soft-skills-e-hard-skills.ghtml
O que é inflação? [Entrevista]|||ARTIGO DE JORNAL-DEP/ENTR|INFLAÇÃO|Português||https://valor.globo.com/brasil/artigo/o-que-e-a-inflacao.ghtml
Aplicação de fluxogramas na disciplina 7500030 – Laboratório de Química Analítica Qualitativa|||TRABALHO DE EVENTO-RESUMO|TOMADA DE DECISÃO|Português||
Pós-cena: afluentes e influentes nas artes cênicas do século XXI : olhares a partir da dramaturgia, da máscara e do objeto|||MONOGRAFIA/LIVRO-ED/ORG|TEATRO|Português||https://doi.org/10.11606/9788572053044
Emprego formal perde força e sinaliza otimismo menor em 2025. [Entrevista]|||ARTIGO DE JORNAL-DEP/ENTR|TRABALHO INFORMAL|Português||https://valor.globo.com/brasil/noticia/2024/11/28/emprego-formal-perde-forca-e-sinaliza-otimismo-menor-em-2025.ghtml
Aplicação de tecnologias digitais de informação e comunicação (TDICs) à disciplina de Química Orgânica II (7500038)|||TRABALHO DE EVENTO-RESUMO|TECNOLOGIA DA INFORMAÇÃO|Português||
Plasma treatment of electrodeposited Sb2Se3 thin films for improvement of solar-driven hydrogen evolution reaction|||ARTIGO DE PERIODICO|ENERGIA SOLAR|Inglês||https://doi.org/10.1016/j.cej.2024.149526
Caderno de jornalismo esportivo: número 7|||MONOGRAFIA/LIVRO-ED/ORG|JORNALISMO LITERÁRIO|Português||https://doi.org/10.11606/9788572053037
Interações físico-químicas entre proteínas e aptâmeros: um estudo de simulações de dinâmica molecular clássica por meio da amostragem guarda-chuva|||TESE|RNA|Português||https://www.teses.usp.br/teses/disponiveis/3/3137/tde-14032025-084943/pt-br.php
Estudo numérico sobre o formato e o atrito da partícula abrasiva no processo de desgaste micro-abrasivo|||TESE|ATRITO|Português||https://www.teses.usp.br/teses/disponiveis/3/3151/tde-14032025-084248/pt-br.php
Entre a segregação e o inédito viável: a busca pela ocupação dos espaços públicos de esporte por pessoas com corpos inconvenientes|||TESE|POLÍTICAS PÚBLICAS|Português||https://doi.org/10.11606/D.48.2024.tde-05022025-123309
Gestão da sedimentação em reservatórios de água: desafios e oportunidades à sua implantação no Brasil|||TESE|RESERVATÓRIOS|Português||https://www.teses.usp.br/teses/disponiveis/3/3147/tde-14032025-082212/pt-br.php
Um processo de inovação social: rastreando o desenvolvimento de novas soluções direcionadas à base da pirâmide|||TESE|ORGANIZAÇÃO SOCIAL|Português||https://www.teses.usp.br/teses/disponiveis/3/3136/tde-14032025-081706/pt-br.php
Microcápsulas contendo óleo de mamona desidratado ou sua resina alquídica na autorreparação da pintura anticorrosiva de manutenção|||TESE|RESINAS|Português||https://www.teses.usp.br/teses/disponiveis/3/3137/tde-06032025-092803/pt-br.php
Second order bias of geometric fitting estimators|||TESE|ESTIMADOR DE BAYES EMPÍRICO|Inglês||https://doi.org/10.11606/T.45.2025.tde-11032025-092129
Conjuntos de decisão agnósticos baseados em uma generalização do valor-s|||TESE|TESTES DE HIPÓTESES|Português||https://doi.org/10.11606/D.45.2025.tde-26022025-152852
A modelagem matemática e a construção e interpretação de gráficos estatísticos: uma proposta para o 8º ano do ensino fundamental|||TESE|ESTATÍSTICA|Português||https://doi.org/10.11606/D.45.2024.tde-05032025-154553
Diffeological groupoids and relativity|||TESE|GRUPOIDES|Inglês||https://doi.org/10.11606/D.45.2024.tde-26022025-212637
Uma análise comparativa entre estimadores de momentos fracionários modificados e de máxima verossimilhança em um modelo q-Exponencial|||TESE|VEROSSIMILHANÇA|Português||https://doi.org/10.11606/D.45.2020.tde-28022025-085339
Nos últimos anos, a produção na área de Educação Estatística... [Orelha do livro]|||OUTROS|R (SOFTWARE ESTATÍSTICO)|Português||
Astronomia cultural e decolonialidade: caminhos para o sulear no ensino de ciências|||TESE|DECOLONIALIDADE|Português||https://doi.org/10.11606/T.81.2024.tde-13032025-161845
Mobilização dos diferentes domínios do conhecimento científico (DCC) em situações de estágio docente: um estudo de caso envolvendo o planejamento de atividades didáticas no Clube de Matemática e Ciências da FEUSP|||TESE|FORMAÇÃO DE PROFESSORES|Português||https://doi.org/10.11606/T.81.2024.tde-13032025-151948
Cross-sectional study of personal protective equipment use, training and biosafety preparedness among healthcare workers during the first months of the SARS-CoV-2 pandemic in Brazil|||ARTIGO DE PERIODICO|MICROBIOLOGIA|Inglês||https://doi.org/10.1136/bmjph-2023-000654
Impact of pasteurization on the microbiological quality of organic cold brew coffee|||TRABALHO DE EVENTO-RESUMO|MICROBIOLOGIA DE ALIMENTOS|Inglês||https://drive.google.com/file/d/1QWGMtQ82ffMeOJwVi0zP9gcG_s9A9E4z/view
Fundamentos de hematologia: teoria e prática|||MONOGRAFIA/LIVRO|HEMATOLOGIA|Português||
Manual de biossegurança|||MONOGRAFIA/LIVRO|MEDIDAS DE SEGURANÇA|Português||
Restaurante Tuju Frei Galvão|||ARTIGO DE PERIODICO|RESTAURANTES|Português||
Evaluation of the greenhouse gas emissions of the Brazilian biodiesel and the impact of the mandatory blending of the biofuel into commercial diesel fuel|||ARTIGO DE PERIODICO|BIOCOMBUSTÍVEIS|Inglês||https://doi.org/10.1016/j.chemosphere.2025.144268
Fundo “Endowment”: qual futuro queremos?|||ARTIGO DE JORNAL|CAPTAÇÃO DE RECURSOS FINANCEIROS|Português||https://jornal.usp.br/articulistas/fabio-frezatti/fundo-endowment-qual-futuro-queremos/
Climate Change and Arbovirus: A Review and Bibliometric Analysis|||ARTIGO DE PERIODICO|MUDANÇA CLIMÁTICA|Inglês||https://doi.org/10.3390/cli13020035
Update on vascular control of central chemoreceptors|||ARTIGO DE PERIODICO|FLUXO SANGUÍNEO|Inglês||https://doi.org/10.1113/EP091329
Por que o Brasil não ficou rico?|||ARTIGO DE JORNAL|ECONOMIA|Português||https://valor.globo.com/opiniao/coluna/por-que-o-brasil-nao-ficou-rico.ghtml
Global strategies to manage huanglongbing (HLB) and its vectors: insights and implications for the Mediterranean region|||ARTIGO DE PERIODICO|MANEJO INTEGRADO|Inglês||https://doi.org/10.1127/entomologia/2024/2877
An improved methodology to locate faults in onshore wind farm collector systems|||ARTIGO DE PERIODICO|ENGENHARIA ELÉTRICA|Inglês||https://dx.doi.org/10.3390/en18030693
Homologous third dose of inactivated whole-virion vaccine fails to elicit a robust immune response among kidney seronegative transplant recipients [Carta]|||ARTIGO DE PERIODICO|RNA|Inglês||https://doi.org/10.1097/TP.0000000000004029
Resistência ao uso de criptomoedas: Uma moderação a partir da Teoria do Comportamento Ético do Consumidor (ECMB)|||TRABALHO DE EVENTO|MOEDA (ECONOMIA)|Português||https://doi.org/10.21714/2177-2576EnANPAD2023
SESC Franca|||ARTIGO DE PERIODICO|EDIFÍCIOS PARA RECREAÇÃO|Português||
Oral clinical changes and cytokine profile in kidney transplant patients|||TRABALHO DE EVENTO-RESUMO PERIODICO|TRANSPLANTE DE PULMÃO|Inglês||
Avaliação longitudinal de anticorpos anti-infliximabe e concentração sérica de infliximabe em pacientes com espondiloartrite axial radiográfica|||TESE|ESPONDILITE ANQUILOSANTE|Português||https://doi.org/10.11606/T.5.2024.tde-26022025-125516
Infraoclusão de molares decíduos e agenesia do sucessor permanente: condição periodontal influenciada pela conduta ortodôntica|||TRABALHO DE EVENTO-RESUMO|DOENÇAS PERIODONTAIS|Português||
Rotulagem ecológica e sua influência na intenção de compra dos consumidores|||TRABALHO DE EVENTO|SUSTENTABILIDADE|Português||
ODS 14 Panorama sobre a regulação jurídica brasileira da pesca marinha: normas federais, normas estaduais e limites na garantia do uso sustentável dos recursos marinhos|||PARTE DE MONOGRAFIA/LIVRO|DESENVOLVIMENTO SUSTENTÁVEL|Português||https://www.livrosabertos.abcd.usp.br/portaldelivrosUSP/catalog/view/1524/1389/5430
Oral microenvironment in children and adolescents undergoing chemotherapy for malignant neoplasms|||TRABALHO DE EVENTO-RESUMO PERIODICO|NEOPLASIAS BUCAIS|Inglês||
Maxillary dentigerous cyst showing squamous odontogenic tumor-like proliferation: surgical approach and literature review|||ARTIGO DE PERIODICO|HISTOLOGIA|Inglês||https://doi.org/10.4322/acr.2021.302
Global Approaches for Ecological Restoration in Urban Environments: A PRISMA Review|||ARTIGO DE PERIODICO|SUSTENTABILIDADE|Inglês||https://doi.org/10.1016/j.ufug.2025.128673
Efeito nasal da cirurgia de enxerto ósseo alveolar avaliado por rinometria acústica em paciente com fissura labiopalatina|||TRABALHO DE EVENTO-RESUMO|CAVIDADE NASAL|Português||
As sentenças dos processos judiciais têm como componentes decisões sobre fatos. São raros os processos que envolvem apenas as chamadas ""questões de direito"". Assim sendo, seria de se esperar que as faculdades de direito e os profissionais do foro tivessem uma especial preocupação com o tema da prova e houvesse uma preparação dos alunos para resolver corretamente tais questões. Sabemos, contudo, que não é assim. ... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|DIREITO PROCESSUAL CIVIL|Português||
Using the time-domain nuclear magnetic resonance (TD-NMR) for quantifcation of the diesel adulteration with ethanol|||ARTIGO DE PERIODICO|ETANOL|Inglês||https://doi.org/10.1007/s00723-024-01736-x
Analysis of radiomorphometric indices in patients with chronic kidney disease: a pilot study|||TRABALHO DE EVENTO-RESUMO PERIODICO|NEFROPATIAS|Inglês||
Crenças de autoeficácia para aprender Física: pesquisa com estudantes no contexto da pandemia de covid-19|||TESE|ESTUDO DE CASO|Português||https://doi.org/10.11606/D.81.2023.tde-13032025-180436
Avaliação da qualidade do ar no Vale do Paraíba e litoral norte entre os anos de 2018 e 2022|||PARTE DE MONOGRAFIA/LIVRO|ECOLOGIA APLICADA|Português||
Environmental enrichment induces depressive- and anxiety-like behaviors in male Balb/C mice|||ARTIGO DE PERIODICO|RESILIÊNCIA (PSICOLOGIA)|Inglês||https://doi.org/10.1016/j.bbr.2025.115462
Ttv viral load in saliva and il-6 polymorphism in sepsis|||TRABALHO DE EVENTO-RESUMO PERIODICO|PATOLOGIA BUCAL|Inglês||
Evaluation of the stability of [68Ga]gallium radiolabeled peptides in biological tissue homogenates and serum|||TRABALHO DE EVENTO-RESUMO|GÁLIO|Inglês||https://www.alies.pt/new/BBR%20Editions/Vol-21-2-2024/bbr.21.2.339_FeSBE2024.pdf
Genomic and morphological features of an Amazonian Bacillus thuringiensis with mosquito larvicidal activity|||ARTIGO DE PERIODICO|MOSQUITOS|Inglês||https://doi.org/10.1186/s13568-025-01850-4
Relationship between family functionality and the quality of life of the elderly|||ARTIGO DE PERIODICO|FAMÍLIA|Inglês||https://doi.org/10.1590/0034-7167-2021-0106
Exploring how EFL-1 and DCR-1 interact and respond to calorie restriction to control ageing|||TRABALHO DE EVENTO-RESUMO|ENVELHECIMENTO|Inglês||https://www.alies.pt/new/BBR%20Editions/Vol-21-2-2024/bbr.21.2.339_FeSBE2024.pdf
Atributos relevantes para o consumo de carne carbono neutro: relação entre consumidores, aspectos intrínsecos e extrínsecos|||TRABALHO DE EVENTO|SUSTENTABILIDADE|Português||
Análise integrada de variáveis operacionais e técnicas de impermeabilização de rochas ornamentais do tipo quartzito|||TRABALHO DE EVENTO-RESUMO|IMPERMEABILIZAÇÃO|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Avaliação da qualidade de sono em pacientes com fissura labiopalatina|||TRABALHO DE EVENTO-RESUMO|SONO|Português||
Análise volumétrica tridimensional do enxerto ósseo alveolar por meio de tomografia computadorizada em pacientes com fissura labiopalatina|||TRABALHO DE EVENTO-RESUMO|REABSORÇÃO ÓSSEA ALVEOLAR|Português||
A novel approach to heat removal and temperature control in fed-batch extractive ethanol fermentation using CO2|||ARTIGO DE PERIODICO|ENGENHARIA MECÂNICA|Inglês||https://dx.doi.org/10.1016/j.cep.2025.110212
Prediction of learned resistance or helplessness by hippocampal-prefrontal cortical network activity during stress|||ARTIGO DE PERIODICO|CÓRTEX PRÉ-FRONTAL|Inglês||https://doi.org/10.1523/JNEUROSCI.0128-21.2021
Atividades de aproximação do discente com a realidade profissional|||TRABALHO DE EVENTO|EXTENSÃO UNIVERSITÁRIA|Português||
Poeta e soldado: Manuel Bandeira, leitor de Camões|||ARTIGO DE PERIODICO|LITERATURA COMPARADA|Português||https://biblio.fflch.usp.br/Anan_ST_3239196_PoetaESoldadoManuelBandeiraLeitorDeCamoes.pdf
‘Right to be forgotten’: analyzing the impact of forgetting data using K-NN algorithm in data stream learning|||TRABALHO DE EVENTO-ANAIS PERIODICO|DIREITOS E GARANTIAS INDIVIDUAIS|Inglês||https://doi.org/10.1007/978-3-031-15086-9_34
Magnetically enhanced electrodes for oxygen evolution reaction using ruthenium-iron oxide nanocomposites|||ARTIGO DE PERIODICO|RUTÊNIO|Inglês||https://dx.doi.org/10.1021/acsanm.5c00476
Development and validation of a mobile table with attached scanner for tree-ring studies|||ARTIGO DE PERIODICO|MADEIRA|Inglês||https://doi.org/10.3959/TRR2024-3
Cálculo do coeficiente de arrasto em uma placa imersa em um gás rarefeito no regime de transição|||TRABALHO DE EVENTO-RESUMO|EQUAÇÕES NÃO LINEARES|Português||https://proceedings.sbmac.org.br/sbmac/article/view/4613
As emoções e as motivações hedônica e utilitária no consumo de café|||TRABALHO DE EVENTO|MOTIVAÇÃO|Português||https://cev.fgv.br/sites/cev.fgv.br/files/u91/as_emocoes_e_as_motivacoes.pdf
Processos construtivos no canteiro-escola autogestionário comuna da terra irmã Alberta: formação complementar em arquitetura e carpintaria|||TRABALHO DE EVENTO-RESUMO|CARPINTARIA|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Do they really support “your freedom of choice”? FoPNL and the food industry in Brazil|||ARTIGO DE PERIODICO|BRASIL|Inglês||https://doi.org/10.3389/fnut.2022.921498
Total energy expenditure and functional status in older adults: a doubly labelled water study|||ARTIGO DE PERIODICO|GORDURAS|Inglês||https://doi.org/10.1007/s12603-020-1482-5
Design and application of a self-pumping microfluidic staggered herringbone mixer|||ARTIGO DE PERIODICO|REAGENTES|Inglês||https://doi.org/10.1007/s10404-021-02426-x
Guidelines for the application of data mining to the problem of school dropout|||TRABALHO DE EVENTO-ANAIS PERIODICO|REVISÃO SISTEMÁTICA|Inglês||https://doi.org/10.1007/978-3-031-14756-2_4
Fatigue and stress responses in athletes performing functional-fitness workout and its association with well-being|||ARTIGO DE PERIODICO|FADIGA (FISIOLOGIA)|Inglês||https://doi.org/10.54392/ijpefs2323
Algorithm-aided design e parâmetros urbanísticos: processo integrado de projeto arquitetônico|||TRABALHO DE EVENTO-RESUMO|DESIGN|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Water and nutrient management|||PARTE DE MONOGRAFIA/LIVRO|NUTRIENTES MINERAIS DO SOLO|Inglês||
Desenvolvimento de livro digital para ensino de anestesia regional do membro superior: ferramentas digitais e produção de material gráfico|||TESE|ULTRASSONOGRAFIA|Português||https://doi.org/10.11606/D.5.2024.tde-26022025-113444
Um framework para o planejamento de experimentos controlados na pesquisa de chatbots educacionais|||TESE|ENSINO E APRENDIZAGEM|Português||https://doi.org/10.11606/T.55.2024.tde-18032025-134125
The role of astocyte-like glial cells in C. elegans healthspan|||TRABALHO DE EVENTO-RESUMO|SISTEMA NERVOSO CENTRAL|Inglês||https://www.alies.pt/new/BBR%20Editions/Vol-21-2-2024/bbr.21.2.339_FeSBE2024.pdf
Arquitetura e inteligência artificial: fundamentos teóricos e mapeamento 2012-2022|||TRABALHO DE EVENTO-RESUMO|INTELIGÊNCIA ARTIFICIAL|Português||https://www.iau.usp.br/wp-content/uploads/2022/05/cad-resumos-9-SEM-ACOMP-IAU-USP-finalfinale.pdf
Cartografia da viticultura na região geovitícola doAlto Jacuí, RS|||ARTIGO DE PERIODICO|VITICULTURA|Português||https://biblio.fflch.usp.br/Wollmann_CA_3239160_CartografiaDaViticulturaNaRegiaoGeoviticolaDoAltoJacuiRS.pdf
Extended Coherent Flame Model applied to an optical single-cylinder engine fueled with ethanol|||ARTIGO DE PERIODICO|ETANOL|Inglês||https://doi.org/10.1016/j.applthermaleng.2023.121399
Atrial septal aneurysm and atrial septal defect association: an uncommon but well recognized association|||ARTIGO DE PERIODICO|ANEURISMA|Inglês||https://doi.org/10.21470/1678-9741-2020-0464
Excited state relaxation mechanisms and tautomerism effects in 2,6-Diamino-8-Azapurine|||ARTIGO DE PERIODICO|TAUTOMERIA|Inglês||
Levantamento e análise de artigos que abordam Divulgação Científica e Pierre Bourdieu na plataforma Web of Science|||TRABALHO DE EVENTO|BASES DE DADOS|Português||
O livro Dez Mitos sobre os Judeus, de Maria Luiza Tucci Carneiro, é, começando pelo seu título ... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|JUDAÍSMO|Português||https://biblio.fflch.usp.br/Munanga_K_3239146_DezMitosSobreOsJudeus.pdf
Dez mitos sobre os judeus|||MONOGRAFIA/LIVRO|JUDAÍSMO|Português||
Role contribution and interpersonal coordination in partner-assisted flight according to pair experience|||ARTIGO DE PERIODICO|GINÁSTICA|Inglês||http://dx.doi.org/10.3390/app15063085
T cell-specific P2RX7 favors lung parenchymal CD4+ T cell accumulation in response to severe lung infections|||TRABALHO DE EVENTO-RESUMO PERIODICO|CAMUNDONGOS|Inglês||https://doi.org/10.4049/jimmunol.212.supp.0361.5171
Orofaciodigital syndrome: a case series|||TRABALHO DE EVENTO-RESUMO PERIODICO|ANOMALIA FACIAL|Inglês||
Imagens da escravidão: o outro do outro (séculos 16 ao 19)|||PARTE DE MONOGRAFIA/LIVRO|NEGROS|Português||https://biblio.fflch.usp.br/Schwarcz_L_3239138_ImagensDaEscravidao.pdf
